LocationType,Location,Race,TimeFrame,DataFormat,Data
County,Columbia,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,NA
County,Columbia,White Non-Hispanic,2005-2009,Currency,"*$56,000"
County,Columbia,American Indian and Alaska Native,2006-2010,Currency,"*$52,273"
County,Columbia,Asian,2006-2010,Currency,NA
County,Columbia,Black,2006-2010,Currency,NA
County,Columbia,Hispanic or Latino,2006-2010,Currency,"*$53,333"
County,Columbia,Multiracial,2006-2010,Currency,NA
County,Columbia,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Columbia,White Non-Hispanic,2006-2010,Currency,"*$55,625"
County,Columbia,American Indian and Alaska Native,2007-2011,Currency,"*$74,792"
County,Columbia,Asian,2007-2011,Currency,NA
County,Columbia,Black,2007-2011,Currency,NA
County,Columbia,Hispanic or Latino,2007-2011,Currency,"*$17,750"
County,Columbia,Multiracial,2007-2011,Currency,"*$12,188"
County,Columbia,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,NA
County,Columbia,White Non-Hispanic,2007-2011,Currency,"*$54,211"
County,Columbia,American Indian and Alaska Native,2008-2012,Currency,"*$76,923"
County,Columbia,Asian,2008-2012,Currency,NA
County,Columbia,Black,2008-2012,Currency,NA
County,Columbia,Hispanic or Latino,2008-2012,Currency,"*$57,045"
County,Columbia,Multiracial,2008-2012,Currency,"*$16,719"
County,Columbia,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Columbia,White Non-Hispanic,2008-2012,Currency,"*$57,159"
County,Columbia,American Indian and Alaska Native,2009-2013,Currency,"*$76,319"
County,Columbia,Asian,2009-2013,Currency,NA
County,Columbia,Black,2009-2013,Currency,NA
County,Columbia,Hispanic or Latino,2009-2013,Currency,"*$15,781"
County,Columbia,Multiracial,2009-2013,Currency,"*$17,917"
County,Columbia,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Columbia,White Non-Hispanic,2009-2013,Currency,"*$51,875"
County,Columbia,American Indian and Alaska Native,2010-2014,Currency,78203
County,Columbia,American Indian and Alaska Native,2011-2015,Currency,S
County,Columbia,American Indian and Alaska Native,2012-2016,Currency,S
County,Columbia,American Indian and Alaska Native,2013-2017,Currency,S
County,Columbia,Asian,2010-2014,Currency,S
County,Columbia,Asian,2011-2015,Currency,S
County,Columbia,Asian,2012-2016,Currency,S
County,Columbia,Asian,2013-2017,Currency,S
County,Columbia,Black,2010-2014,Currency,S
County,Columbia,Black,2011-2015,Currency,S
County,Columbia,Black,2012-2016,Currency,S
County,Columbia,Black,2013-2017,Currency,S
County,Columbia,Hispanic or Latino,2010-2014,Currency,17083
County,Columbia,Hispanic or Latino,2011-2015,Currency,S
County,Columbia,Hispanic or Latino,2012-2016,Currency,S
County,Columbia,Hispanic or Latino,2013-2017,Currency,S
County,Columbia,Multiracial,2010-2014,Currency,17250
County,Columbia,Multiracial,2011-2015,Currency,S
County,Columbia,Multiracial,2012-2016,Currency,S
County,Columbia,Multiracial,2013-2017,Currency,83333
County,Columbia,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Columbia,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Columbia,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Columbia,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Columbia,White Non-Hispanic,2010-2014,Currency,50659
County,Columbia,White Non-Hispanic,2011-2015,Currency,50902
County,Columbia,White Non-Hispanic,2012-2016,Currency,54167
County,Columbia,White Non-Hispanic,2013-2017,Currency,65179
County,Columbia,American Indian and Alaska Native,2014-2018,Currency,NA
County,Columbia,Asian,2014-2018,Currency,NA
County,Columbia,Black,2014-2018,Currency,NA
County,Columbia,Hispanic or Latino,2014-2018,Currency,NA
County,Columbia,Multiracial,2014-2018,Currency,86094
County,Columbia,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Columbia,White Non-Hispanic,2014-2018,Currency,69250
County,Columbia,American Indian and Alaska Native,2015-2019,Currency,NA
County,Columbia,Asian,2015-2019,Currency,NA
County,Columbia,Black,2015-2019,Currency,NA
County,Columbia,Hispanic or Latino,2015-2019,Currency,NA
County,Columbia,Multiracial,2015-2019,Currency,86653
County,Columbia,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Columbia,White Non-Hispanic,2015-2019,Currency,84250
County,Cowlitz,American Indian and Alaska Native,2005-2009,Currency,"*$35,577"
County,Cowlitz,Asian,2005-2009,Currency,"*$48,942"
County,Cowlitz,Black,2005-2009,Currency,"*$26,898"
County,Cowlitz,Hispanic or Latino,2005-2009,Currency,"*$33,527"
County,Cowlitz,Multiracial,2005-2009,Currency,"*$45,313"
County,Cowlitz,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,"*$55,568"
County,Cowlitz,White Non-Hispanic,2005-2009,Currency,57716
County,Cowlitz,American Indian and Alaska Native,2006-2010,Currency,"*$40,179"
County,Cowlitz,Asian,2006-2010,Currency,"*$41,761"
County,Cowlitz,Black,2006-2010,Currency,"*$26,597"
County,Cowlitz,Hispanic or Latino,2006-2010,Currency,"*$35,284"
County,Cowlitz,Multiracial,2006-2010,Currency,"*$41,815"
County,Cowlitz,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,"*$37,361"
County,Cowlitz,White Non-Hispanic,2006-2010,Currency,57477
County,Cowlitz,American Indian and Alaska Native,2007-2011,Currency,"*$36,406"
County,Cowlitz,Asian,2007-2011,Currency,"*$41,645"
County,Cowlitz,Black,2007-2011,Currency,"*$27,656"
County,Cowlitz,Hispanic or Latino,2007-2011,Currency,"*$26,214"
County,Cowlitz,Multiracial,2007-2011,Currency,"*$37,391"
County,Cowlitz,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,"*$38,583"
County,Cowlitz,White Non-Hispanic,2007-2011,Currency,59297
County,Cowlitz,American Indian and Alaska Native,2008-2012,Currency,"*$39,500"
County,Cowlitz,Asian,2008-2012,Currency,"*$38,393"
County,Cowlitz,Black,2008-2012,Currency,"*$30,938"
County,Cowlitz,Hispanic or Latino,2008-2012,Currency,"*$28,348"
County,Cowlitz,Multiracial,2008-2012,Currency,"*$31,367"
County,Cowlitz,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,"*$17,917"
County,Cowlitz,White Non-Hispanic,2008-2012,Currency,58292
County,Cowlitz,American Indian and Alaska Native,2009-2013,Currency,"*$31,594"
County,Cowlitz,Asian,2009-2013,Currency,"*$36,484"
County,Cowlitz,Black,2009-2013,Currency,"*$45,329"
County,Cowlitz,Hispanic or Latino,2009-2013,Currency,"*$27,092"
County,Cowlitz,Multiracial,2009-2013,Currency,"*$42,944"
County,Cowlitz,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Cowlitz,White Non-Hispanic,2009-2013,Currency,59906
County,Cowlitz,American Indian and Alaska Native,2010-2014,Currency,30270
County,Cowlitz,American Indian and Alaska Native,2011-2015,Currency,42656
County,Cowlitz,American Indian and Alaska Native,2012-2016,Currency,53750
County,Cowlitz,American Indian and Alaska Native,2013-2017,Currency,50000
County,Cowlitz,Asian,2010-2014,Currency,27891
County,Cowlitz,Asian,2011-2015,Currency,45750
County,Cowlitz,Asian,2012-2016,Currency,53750
County,Cowlitz,Asian,2013-2017,Currency,58646
County,Cowlitz,Black,2010-2014,Currency,45559
County,Cowlitz,Black,2011-2015,Currency,45583
County,Cowlitz,Black,2012-2016,Currency,46250
County,Cowlitz,Black,2013-2017,Currency,46548
County,Cowlitz,Hispanic or Latino,2010-2014,Currency,26004
County,Cowlitz,Hispanic or Latino,2011-2015,Currency,30846
County,Cowlitz,Hispanic or Latino,2012-2016,Currency,28779
County,Cowlitz,Hispanic or Latino,2013-2017,Currency,30428
County,Cowlitz,Multiracial,2010-2014,Currency,45065
County,Cowlitz,Multiracial,2011-2015,Currency,30846
County,Cowlitz,Multiracial,2012-2016,Currency,45780
County,Cowlitz,Multiracial,2013-2017,Currency,42271
County,Cowlitz,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,17768
County,Cowlitz,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,"2,500S"
County,Cowlitz,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Cowlitz,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Cowlitz,White Non-Hispanic,2010-2014,Currency,60284
County,Cowlitz,White Non-Hispanic,2011-2015,Currency,60535
County,Cowlitz,White Non-Hispanic,2012-2016,Currency,61769
County,Cowlitz,White Non-Hispanic,2013-2017,Currency,64583
County,Cowlitz,American Indian and Alaska Native,2014-2018,Currency,NA
County,Cowlitz,Asian,2014-2018,Currency,56023
County,Cowlitz,Black,2014-2018,Currency,53603
County,Cowlitz,Hispanic or Latino,2014-2018,Currency,32882
County,Cowlitz,Multiracial,2014-2018,Currency,45729
County,Cowlitz,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Cowlitz,White Non-Hispanic,2014-2018,Currency,67428
County,Cowlitz,American Indian and Alaska Native,2015-2019,Currency,61136
County,Cowlitz,Asian,2015-2019,Currency,56538
County,Cowlitz,Black,2015-2019,Currency,56106
County,Cowlitz,Hispanic or Latino,2015-2019,Currency,35896
County,Cowlitz,Multiracial,2015-2019,Currency,46071
County,Cowlitz,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Cowlitz,White Non-Hispanic,2015-2019,Currency,71681
County,Douglas,American Indian and Alaska Native,2005-2009,Currency,"*$18,684"
County,Douglas,Asian,2005-2009,Currency,"*$88,594"
County,Douglas,Black,2005-2009,Currency,"*$33,309"
County,Douglas,Hispanic or Latino,2005-2009,Currency,"*$30,643"
County,Douglas,Multiracial,2005-2009,Currency,"*$71,136"
County,Douglas,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,NA
County,Douglas,White Non-Hispanic,2005-2009,Currency,61458
County,Douglas,American Indian and Alaska Native,2006-2010,Currency,"*$31,250"
County,Douglas,Asian,2006-2010,Currency,"*$89,219"
County,Douglas,Black,2006-2010,Currency,"*$35,197"
County,Douglas,Hispanic or Latino,2006-2010,Currency,"*$32,987"
County,Douglas,Multiracial,2006-2010,Currency,75513
County,Douglas,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Douglas,White Non-Hispanic,2006-2010,Currency,62419
County,Douglas,American Indian and Alaska Native,2007-2011,Currency,"*$46,157"
County,Douglas,Asian,2007-2011,Currency,"*$120,833"
County,Douglas,Black,2007-2011,Currency,"*$35,114"
County,Douglas,Hispanic or Latino,2007-2011,Currency,34150
County,Douglas,Multiracial,2007-2011,Currency,"*$77,753"
County,Douglas,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,NA
County,Douglas,White Non-Hispanic,2007-2011,Currency,61404
County,Douglas,American Indian and Alaska Native,2008-2012,Currency,"*$20,729"
County,Douglas,Asian,2008-2012,Currency,"*$124,500"
County,Douglas,Black,2008-2012,Currency,"*$15,125"
County,Douglas,Hispanic or Latino,2008-2012,Currency,35706
County,Douglas,Multiracial,2008-2012,Currency,"*$66,000"
County,Douglas,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,250001
County,Douglas,White Non-Hispanic,2008-2012,Currency,62416
County,Douglas,American Indian and Alaska Native,2009-2013,Currency,"*$21,438"
County,Douglas,Asian,2009-2013,Currency,"*$68,750"
County,Douglas,Black,2009-2013,Currency,NA
County,Douglas,Hispanic or Latino,2009-2013,Currency,35562
County,Douglas,Multiracial,2009-2013,Currency,"*$66,042"
County,Douglas,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Douglas,White Non-Hispanic,2009-2013,Currency,63093
County,Douglas,American Indian and Alaska Native,2010-2014,Currency,27708
County,Douglas,American Indian and Alaska Native,2011-2015,Currency,S
County,Douglas,American Indian and Alaska Native,2012-2016,Currency,76087
County,Douglas,American Indian and Alaska Native,2013-2017,Currency,S
County,Douglas,Asian,2010-2014,Currency,96667
County,Douglas,Asian,2011-2015,Currency,S
County,Douglas,Asian,2012-2016,Currency,S
County,Douglas,Asian,2013-2017,Currency,S
County,Douglas,Black,2010-2014,Currency,45987
County,Douglas,Black,2011-2015,Currency,S
County,Douglas,Black,2012-2016,Currency,S
County,Douglas,Black,2013-2017,Currency,S
County,Douglas,Hispanic or Latino,2010-2014,Currency,36043
County,Douglas,Hispanic or Latino,2011-2015,Currency,37537
County,Douglas,Hispanic or Latino,2012-2016,Currency,39750
County,Douglas,Hispanic or Latino,2013-2017,Currency,44356
County,Douglas,Multiracial,2010-2014,Currency,37750
County,Douglas,Multiracial,2011-2015,Currency,37537
County,Douglas,Multiracial,2012-2016,Currency,36339
County,Douglas,Multiracial,2013-2017,Currency,37644
County,Douglas,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Douglas,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Douglas,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Douglas,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Douglas,White Non-Hispanic,2010-2014,Currency,62946
County,Douglas,White Non-Hispanic,2011-2015,Currency,64880
County,Douglas,White Non-Hispanic,2012-2016,Currency,67131
County,Douglas,White Non-Hispanic,2013-2017,Currency,68560
County,Douglas,American Indian and Alaska Native,2014-2018,Currency,NA
County,Douglas,Asian,2014-2018,Currency,NA
County,Douglas,Black,2014-2018,Currency,NA
County,Douglas,Hispanic or Latino,2014-2018,Currency,47571
County,Douglas,Multiracial,2014-2018,Currency,39213
County,Douglas,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Douglas,White Non-Hispanic,2014-2018,Currency,74684
County,Douglas,American Indian and Alaska Native,2015-2019,Currency,NA
County,Douglas,Asian,2015-2019,Currency,NA
County,Douglas,Black,2015-2019,Currency,NA
County,Douglas,Hispanic or Latino,2015-2019,Currency,50329
County,Douglas,Multiracial,2015-2019,Currency,48836
County,Douglas,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Douglas,White Non-Hispanic,2015-2019,Currency,78952
County,Ferry,American Indian and Alaska Native,2005-2009,Currency,"*$31,979"
County,Ferry,Asian,2005-2009,Currency,"*$73,125"
County,Ferry,Black,2005-2009,Currency,NA
County,Ferry,Hispanic or Latino,2005-2009,Currency,"*$17,188"
County,Ferry,Multiracial,2005-2009,Currency,"*$26,953"
County,Ferry,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,NA
County,Ferry,White Non-Hispanic,2005-2009,Currency,45764
County,Ferry,American Indian and Alaska Native,2006-2010,Currency,"*$27,031"
County,Ferry,Asian,2006-2010,Currency,"*$42,500"
County,Ferry,Black,2006-2010,Currency,NA
County,Ferry,Hispanic or Latino,2006-2010,Currency,NA
County,Ferry,Multiracial,2006-2010,Currency,"*$26,650"
County,Ferry,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Ferry,White Non-Hispanic,2006-2010,Currency,"*$48,344"
County,Ferry,American Indian and Alaska Native,2007-2011,Currency,"*$24,809"
County,Ferry,Asian,2007-2011,Currency,"*$138,125"
County,Ferry,Black,2007-2011,Currency,NA
County,Ferry,Hispanic or Latino,2007-2011,Currency,NA
County,Ferry,Multiracial,2007-2011,Currency,"*$26,964"
County,Ferry,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,NA
County,Ferry,White Non-Hispanic,2007-2011,Currency,"*$44,628"
County,Ferry,American Indian and Alaska Native,2008-2012,Currency,24813
County,Ferry,Asian,2008-2012,Currency,NA
County,Ferry,Black,2008-2012,Currency,NA
County,Ferry,Hispanic or Latino,2008-2012,Currency,NA
County,Ferry,Multiracial,2008-2012,Currency,"*$57,750"
County,Ferry,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Ferry,White Non-Hispanic,2008-2012,Currency,"*$48,375"
County,Ferry,American Indian and Alaska Native,2009-2013,Currency,"*$33,393"
County,Ferry,Asian,2009-2013,Currency,NA
County,Ferry,Black,2009-2013,Currency,NA
County,Ferry,Hispanic or Latino,2009-2013,Currency,"*$77,500"
County,Ferry,Multiracial,2009-2013,Currency,"*$36,875"
County,Ferry,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,"*$60,500"
County,Ferry,White Non-Hispanic,2009-2013,Currency,"*$46,250"
County,Ferry,American Indian and Alaska Native,2010-2014,Currency,28500
County,Ferry,American Indian and Alaska Native,2011-2015,Currency,33906
County,Ferry,American Indian and Alaska Native,2012-2016,Currency,34861
County,Ferry,American Indian and Alaska Native,2013-2017,Currency,38036
County,Ferry,Asian,2010-2014,Currency,S
County,Ferry,Asian,2011-2015,Currency,S
County,Ferry,Asian,2012-2016,Currency,S
County,Ferry,Asian,2013-2017,Currency,S
County,Ferry,Black,2010-2014,Currency,S
County,Ferry,Black,2011-2015,Currency,S
County,Ferry,Black,2012-2016,Currency,S
County,Ferry,Black,2013-2017,Currency,S
County,Ferry,Hispanic or Latino,2010-2014,Currency,S
County,Ferry,Hispanic or Latino,2011-2015,Currency,83224
County,Ferry,Hispanic or Latino,2012-2016,Currency,S
County,Ferry,Hispanic or Latino,2013-2017,Currency,85893
County,Ferry,Multiracial,2010-2014,Currency,57692
County,Ferry,Multiracial,2011-2015,Currency,83224
County,Ferry,Multiracial,2012-2016,Currency,56250
County,Ferry,Multiracial,2013-2017,Currency,56250
County,Ferry,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,60938
County,Ferry,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Ferry,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Ferry,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Ferry,White Non-Hispanic,2010-2014,Currency,44948
County,Ferry,White Non-Hispanic,2011-2015,Currency,46250
County,Ferry,White Non-Hispanic,2012-2016,Currency,51162
County,Ferry,White Non-Hispanic,2013-2017,Currency,52130
